Name,NetWorth,Country,Source,Rank
Xiao Guoqing,1100000000,China,education,2524
George Yancopoulos,1100000000,United States,pharmaceuticals,2524
Yao Lisheng,1100000000,China,electronics,2524
Yu Faxiang,1100000000,China,"tourism, cultural industry",2524
Yuan Jinhua,1100000000,China,Manufacturing,2524
Igor Yusufov,1100000000,Russia,oil & gas,2524
Zan Shengda,1100000000,China,diversified,2524
Zeng Huansha,1100000000,China,real estate,2524
Zhang Xuewu,1100000000,China,snacks,2524
Zhang Yuxiang & family,1100000000,China,apparel,2524
Zhao Tongtong,1100000000,Canada,Hotels,2524
Tony Zhao,1100000000,China,software,2524
Zhong Peifeng,1100000000,United States,semiconductor,2524
Zhou Ping & family,1100000000,China,utilities,2524
Zhou Yahui,1100000000,China,online games,2524
Boris Zingarevich,1100000000,Russia,"pulp and paper, diversified",2524
Ahmet Nazif Zorlu,1100000000,Turkey,diversified,2524
A. Jayson Adair,1000000000,United States,damaged cars,2674
Albert Avdolyan,1000000000,Russia,"oil, mining",2674
Baiju Bhatt,1000000000,United States,stock trading app,2674
"Wilbur 'Ed' Bosarge, Jr.",1000000000,United States,high speed trading,2674
Ina Chan,1000000000,Hong Kong,casinos,2674
Chang Byung-gyu,1000000000,South Korea,Bluehole,2674
Chung Mong-joon,1000000000,South Korea,"shipbuilding, industrial machines",2674
Carmen Daurella Aguilera,1000000000,Spain,Coca-Cola bottler,2674
GT Dave,1000000000,United States,kombucha,2674
Mukand Lal Dua,1000000000,India,footwear,2674
Ramesh Kumar Dua,1000000000,India,footwear,2674
Jose Elias,1000000000,Spain,wind power,2674
Larry Fink,1000000000,United States,money management,2674
Horst-Otto Gerberding,1000000000,Germany,flavors and fragrances,2674
Gim Seong-gon,1000000000,South Korea,renewable energy,2674
Gou Yiqun,1000000000,China,restaurant,2674
Clelia Haji-Ioannou,1000000000,Cyprus,EasyJet,2674
Hang Hong,1000000000,China,machinery,2674
Ronnen Harary,1000000000,Canada,toys,2674
David Harding,1000000000,United Kingdom,finance,2674
David Helgason,1000000000,Iceland,game software,2674
Hou Jianbin,1000000000,China,education,2674
Hur Young-in,1000000000,South Korea,"bakeries, fast food",2674
Jiang Long,1000000000,China,Manufacturing,2674
Morris Kahn,1000000000,Israel,software,2674
Ashok Kajaria,1000000000,India,tiles,2674
T.S. Kalyanaraman,1000000000,India,jewelry,2674
Kim Kardashian West,1000000000,United States,"cosmetics, reality TV",2674
David Katzman,1000000000,United States,teeth aligners,2674
Bom Kim,1000000000,United States,online retailing,2674
Masatoshi Kumagai,1000000000,Japan,internet services,2674
Lev Kvetnoi,1000000000,Russia,cement,2674
Vladimir Leschikov,1000000000,Russia,real estate,2674
Li Yinan,1000000000,China,Investments,2674
Liu Qingfeng,1000000000,China,software,2674
Jose Llado Fernandez-Urrutia,1000000000,Spain,construction,2674
Kenneth Lo,1000000000,United Kingdom,textiles,2674
Ma Hong,1000000000,China,machinery,2674
Sergei Makhlai,1000000000,Russia,fertilizers,2674
Rafique Malik,1000000000,India,footwear,2674
Mao Huihua,1000000000,Canada,pharmaceuticals,2674
Michael McCain,1000000000,Canada,packaged meats,2674
Mofatraj Munot,1000000000,India,real estate,2674
Vitaly Orlov,1000000000,Russia,fisheries,2674
George Pedersen,1000000000,United States,defense contractor,2674
David Penaloza Alanis,1000000000,Mexico,toll roads,2674
Tyler Perry,1000000000,United States,"movies, television",2674
Maria Pinheiro,1000000000,Brazil,supermarkets,2674
Anton Rabie,1000000000,Canada,toys,2674
Jorge Rodriguez Rodriguez,1000000000,Peru,processed milk,2674
Hartley Rogers,1000000000,United States,asset management,2674
Alan Rydge,1000000000,Australia,entertainment,2674
Shin Dong-joo,1000000000,South Korea,retail,2674
Scott Smith,1000000000,United States,cloud computing,2674
Zakhar Smushkin,1000000000,Russia,"pulp and paper, diversified",2674
Marco Squinzi,1000000000,Italy,chemical products,2674
Veronica Squinzi,1000000000,Italy,chemical products,2674
Axel Stawski,1000000000,United States,real estate,2674
Manny Stul,1000000000,Australia,toys,2674
Vlad Tenev,1000000000,United States,stock trading,2674
Rit Thirakomen,1000000000,Thailand,restaurants,2674
Tong Judy Wenhong,1000000000,China,e-commerce,2674
Tsai Chi-jui,1000000000,Taiwan,shoes,2674
Surin Upatkoon,1000000000,Thailand,"telecom, lotteries, insurance",2674
Ruben Vardanyan,1000000000,Russia,investment banking,2674
Murat Vargi,1000000000,Turkey,telecom,2674
Vlad Vendrow & family,1000000000,United States,software,2674
Wang Qiangxiang,1000000000,China,artificial turf,2674
Wang Wenjian,1000000000,China,optical devices,2674
J. Wayne Weaver,1000000000,United States,Shoes,2674
Sandy Weill,1000000000,United States,Citigroup,2674
Xia Zhisheng & family,1000000000,China,home appliances,2674
Xu Jin,1000000000,China,wine,2674
Vadim Yakunin,1000000000,Russia,pharmacy,2674
Mark Haoyong Yang,1000000000,China,e-commerce,2674
Yao Hsiao Tung,1000000000,Singapore,Manufacturing,2674
Yu De-Chao,1000000000,United States,pharmaceuticals,2674
Daniel Yong Zhang,1000000000,China,e-commerce,2674
Zhang Yuqiang,1000000000,China,Fiberglass,2674
Zhao Meiguang,1000000000,China,gold mining,2674
Zhong Naixiong,1000000000,China,conglomerate,2674
Zhou Wei family,1000000000,China,Software,2674
